"s","status","RSS"
0.00025155317072800233,"ok",1.1624981788121151
0.0002525531707280023,"ok",1.2258648686440525
0.0002535531707280023,"ok",1.1324842266878374
0.00025455317072800235,"ok",1.0382158669590953
0.0002555531707280023,"ok",0.9447551434531846
0.00025655317072800234,"ok",0.8531814948866576
0.00025755317072800237,"ok",0.7643082363899969
0.00025855317072800234,"ok",0.6788027447675739
0.00025955317072800236,"ok",0.5972404987213772
0.00026055317072800233,"ok",0.5201331520705185
0.00026155317072800235,"ok",0.44794448490589933
0.0002625531707280023,"ok",0.3811000221944399
0.0002635531707280023,"ok",0.3199930755889386
0.0002645531707280023,"ok",0.26498864895255086
0.0002655531707280023,"ok",0.21642601584789728
0.0002665531707280023,"ok",0.1746204480678173
0.00026755317072800234,"ok",0.1398643916199094
0.0002685531707280023,"ok",0.11242827977060847
0.00026955317072800233,"ok",0.09256110752492801
0.0002705531707280023,"ok",0.08049085059582244
0.0002715531707280023,"ok",0.07642478492385409
0.00027255317072800235,"ok",0.08054974471775009
0.0002735531707280023,"ok",0.09303234460803708
0.00027455317072800235,"ok",0.11401918289711266
0.0002755531707280023,"ok",0.14363703683191073
0.00027655317072800234,"ok",0.1819930565351284
0.0002775531707280023,"ok",0.22917496118877242
0.00027855317072800233,"ok",0.2852512389193931
0.00027955317072800236,"ok",0.3502713503445813
0.00028055317072800233,"ok",0.42426593473427565
0.0002815531707280023,"ok",0.5072470170928236
0.0002825531707280023,"ok",0.5992082140850556
0.00028355317072800235,"ok",0.7001249365360169
0.0002845531707280023,"ok",0.8099545861641602
0.00028555317072800234,"ok",0.9286367441945326
0.0002865531707280023,"ok",1.0560933494704385
0.00028755317072800234,"ok",1.192228863549736
0.00028855317072800236,"ok",1.3369304199277836
0.00028955317072800233,"ok",1.4900679538440733
0.0002905531707280023,"ok",1.6514943079535718
0.0002915531707280023,"ok",1.8210453073072894
